№,Name,Reg_number,Name_Full,Company_year,Size_company,Conflict,T,Capital,Clr,Returns,Ndter,Rddta,Total_debt
1184,"АВТО-МИГ, ООО ТК",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТРАНСПОРТНАЯ КОМПАНИЯ ""АВТО-МИГ""",21,0,0,1,6878000,0.4737,-0.0126,-0.1737,0.2557,18087000
1188,"АВТО-МОСТ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-МОСТ""",19,0,0,1,23773000,1.2283,0.034,-0.0249,0.2279,88752000
1188,"АВТО-МОСТ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-МОСТ""",19,0,0,0,17938000,1.2062,0.0597,0.4572,0.2058,86685000
1191,"АВТО-МОТОРС, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-МОТОРС""",21.5,0,0,0,-4575000,,,,,35750000
1191,"АВТО-МОТОРС, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-МОТОРС""",21.5,0,0,1,-4598000,0.0862,0.3636,-3.5666,,37443000
1193,"АВТО-МС, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-МС""",9,1,0,0,1408702000,18.1095,0.4546,-0.0671,0.2563,66712000
1193,"АВТО-МС, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-МС""",9,1,0,1,1279119000,3.4163,0.2827,-0.0227,0.2788,408371000
1194,"АВТО-НН, ООО",1.08E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-НН""",16,0,0,1,-1011000,0.6443,-0.0416,-2.996,0.5641,15242000
1194,"АВТО-НН, ООО",1.08E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-НН""",16,0,0,0,-1528000,0.7585,0.0243,-1.9234,0.738,13799000
1195,"АВТО-ОБОЗ 52, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ОБОЗ 52""",13.5,0,0,0,-10242000,0.0144,-0.8339,-0.784,0.0212,12605000
1195,"АВТО-ОБОЗ 52, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ОБОЗ 52""",13.5,0,0,1,-9979000,0.0144,-0.2982,-0.7793,0.0692,10687000
1198,"АВТО-ПАРТНЕР, ООО",1.12E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПАРТНЕР""",10.5,0,0,1,44395000,3.2728,-0.0473,-0.1308,0.1371,11220000
1198,"АВТО-ПАРТНЕР, ООО",1.12E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПАРТНЕР""",10.5,0,0,0,42525000,4.1807,-0.067,0.2579,0.2,16911000
1200,"АВТО-ПЛЮС, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПЛЮС""",24,0,0,1,1546000,0.3427,0.1816,0.4237,0.1067,890000
1200,"АВТО-ПЛЮС, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПЛЮС""",24,0,0,0,147000,0.5561,0.1399,18.2381,0.4865,5537000
1205,"АВТО-ПРЕСТИЖ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПРЕСТИЖ""",11.5,0,0,0,23208000,0.1149,0.1939,-0.0293,,5909000
1205,"АВТО-ПРЕСТИЖ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПРЕСТИЖ""",11.5,0,0,1,36911000,4.3303,0.1254,-0.0012,0.1503,1338000
1207,"АВТО-ПРОФИ, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПРОФИ""",5.5,0,0,1,186000,1.1826,0.0163,12.9355,0.3961,4684000
1207,"АВТО-ПРОФИ, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПРОФИ""",5.5,0,0,0,88000,1.065,0.0171,-1.0682,0.7779,1353000
1208,"АВТО-ПРОФИ, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПРОФИ""",15,0,0,1,2652000,14.5303,0.0112,-0.0901,0.0033,66000
1208,"АВТО-ПРОФИ, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПРОФИ""",15,0,0,0,2651000,4.4149,0.0103,0.0064,0.0028,241000
1209,"АВТО-ПРОФИТ, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПРОФИТ""",14.5,,0,0,1576000,13.8074,-2.2353,14.1688,0.3445,23332000
1209,"АВТО-ПРОФИТ, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПРОФИТ""",14.5,,0,1,1503000,13.6676,-110,14.857,0.4346,23458000
1210,"АВТО-ПЭК, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПЭК""",14.5,1,0,1,414645000,1.1409,0.0196,2.0433,0.3577,1277090000
1210,"АВТО-ПЭК, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ПЭК""",14.5,1,0,0,404070000,0.7547,0.0064,2.3482,0.2929,1242554000
1213,"АВТО-РИНОЛ, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-РИНОЛ""",20.5,0,0,1,20234000,3.383,0.1488,0.149,0.3722,3285000
1213,"АВТО-РИНОЛ, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-РИНОЛ""",20.5,0,0,0,19725000,3.2576,0.0723,0.1076,0.3566,3242000
1215,"АВТО-СИТИ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-СИТИ""",12,0,0,1,3549000,1.3005,0.0755,5.4945,0.0736,41064000
1215,"АВТО-СИТИ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-СИТИ""",12,0,0,0,3104000,1.2837,0.1095,7.98,0.0222,36066000
1216,"АВТО-СПЕКТР, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-СПЕКТР""",30.5,0,0,0,452000,1.907,0.0289,0.5575,,484000
1216,"АВТО-СПЕКТР, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-СПЕКТР""",30.5,0,0,1,619000,2.1059,0.086,-0.0048,,557000
1218,"АВТО-СПУТНИК ИМПОРТ, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-СПУТНИК ИМПОРТ""",12.5,1,0,1,40690000,4.4728,0.0258,8.5957,0.2249,455598000
1218,"АВТО-СПУТНИК ИМПОРТ, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-СПУТНИК ИМПОРТ""",12.5,1,0,0,23121000,2.5928,0.0091,18.5965,0.3751,697481000
1220,"АВТО-СТАЙЛ, ООО",1.19E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-СТАЙЛ""",4.5,0,0,0,423000,1.5604,0.1686,-1.5035,0.3664,737000
1220,"АВТО-СТАЙЛ, ООО",1.19E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-СТАЙЛ""",4.5,0,0,1,1816000,1.4227,0.1498,-0.0628,0.1935,7758000
1221,"АВТО-СТАНДАРТ, ОАО",1.04E+12,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТО - СТАНДАРТ""",18.5,0,0,0,32824000,3.3713,0.0198,0.5555,0.527,35357000
1221,"АВТО-СТАНДАРТ, ОАО",1.04E+12,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТО - СТАНДАРТ""",18.5,0,0,1,33479000,3.6045,0.0018,0.6995,0.5002,39923000
1223,"АВТО-ТАЙЛЕ, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО - ТАЙЛЕ""",16,0,0,1,2613000,1.1034,0.0371,8.5243,0.5659,33221000
1223,"АВТО-ТАЙЛЕ, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО - ТАЙЛЕ""",16,0,0,0,2563000,1.0688,0.0235,4.7078,0.4327,20273000
1224,"АВТО-ТЕХ-СТРОЙ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТЕХ-СТРОЙ""",30,0,0,0,7332000,2.4928,0.1358,0.0495,0.2443,1199000
1224,"АВТО-ТЕХ-СТРОЙ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТЕХ-СТРОЙ""",30,0,0,1,7418000,16.9558,0.2757,,0.2544,113000
1225,"АВТО-ТОРГ-Е, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТОРГ-Е""",16.5,0,0,0,9480000,6.6884,0.0358,5.1764,0.0586,59666000
1225,"АВТО-ТОРГ-Е, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТОРГ-Е""",16.5,0,0,1,10164000,3.679,0.0263,3.3978,0.0819,52290000
1226,"АВТО-ТПМ, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТПМ""",7.5,0,0,1,19063000,56.9712,-0.1367,0.0022,0.7247,5466000
1226,"АВТО-ТПМ, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТПМ""",7.5,0,0,0,17702000,102.5706,0.5889,-0.0039,0.9642,220000
1227,"АВТО-ТРАК КИРОВЕЦ, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРАК ""КИРОВЕЦ""",19,0,0,0,27653000,3.1398,0.0296,0.233,0.3194,12770000
1227,"АВТО-ТРАК КИРОВЕЦ, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРАК ""КИРОВЕЦ""",19,0,0,1,27872000,3.6161,0.0358,0.1301,0.2888,10654000
1228,"АВТО-ТРАКТ-МЕНЕДЖМЕНТ, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРАКТ-МЕНЕДЖМЕНТ""",13.5,0,0,0,-4338000,0.6666,0.0201,-26.6634,0.1583,161889000
1228,"АВТО-ТРАКТ-МЕНЕДЖМЕНТ, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРАКТ-МЕНЕДЖМЕНТ""",13.5,0,0,1,-11955000,0.6094,0.0376,-7.1568,0.1144,130630000
1232,"АВТО-ТРАНС, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРАНС""",12.5,0,0,1,38459000,1.2938,0.1942,0.3012,0.3272,101725000
1232,"АВТО-ТРАНС, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРАНС""",12.5,0,0,0,16544000,1.4511,0.0046,0.5686,0.5222,29664000
1233,"АВТО-ТРАНС, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРАНС""",5,0,0,0,968000,5.7341,0.06,3.3409,0.1982,9250000
1233,"АВТО-ТРАНС, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРАНС""",5,0,0,1,-652000,1.0326,-0.1778,-4.9969,0.0871,6786000
1235,"АВТО-ТРАСТ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРАСТ""",10.5,0,0,1,182490000,9.7854,-0.7068,0.2423,0.1698,68710000
1235,"АВТО-ТРАСТ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРАСТ""",10.5,0,0,0,150231000,47.505,-0.5145,-0.0002,0.276,3006000
1236,"АВТО-ТРЕВЕЛ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРЕВЕЛ""",12,0,0,1,15248000,3.1364,0.0312,0.1015,0.2696,9602000
1236,"АВТО-ТРЕВЕЛ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРЕВЕЛ""",12,0,0,0,14448000,9.6181,0.0276,0.0821,0.4704,4951000
1237,"АВТО-ТРЕЙД, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРЕЙД""",4.5,0,0,0,110000,0.2113,0.0186,17.4909,0.1778,3119000
1237,"АВТО-ТРЕЙД, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТРЕЙД""",4.5,0,0,1,1599000,2.9228,0.0959,7.8243,0.5939,17494000
1238,"АВТО-ТУР, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТУР""",21.5,0,0,0,58970000,2.3038,0.2846,-0.0667,0.5007,51659000
1238,"АВТО-ТУР, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ТУР""",21.5,0,0,1,75139000,3.6212,0.1756,0.0574,0.3796,51043000
1239,"АВТО-УСПЕХ, АНО ДПО",1.16E+12,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АВТО- УСПЕХ""",7.5,0,0,0,2570000,0.8651,0.3874,0.1938,0.2108,5950000
1239,"АВТО-УСПЕХ, АНО ДПО",1.16E+12,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АВТО- УСПЕХ""",7.5,0,0,1,4948000,1.8251,0.303,0.1566,0.3284,5168000
1240,"АВТО-ФИНАНС, ООО",1.2E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ФИНАНС""",9.5,0,0,1,50000,8.1767,-0.0228,114.84,0.5167,6960000
1240,"АВТО-ФИНАНС, ООО",1.2E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ФИНАНС""",9.5,0,0,0,-15414000,9.0028,-0.1769,-1.5849,0.2487,28496000
1243,"АВТО-ФОРТУНА, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ФОРТУНА""",9.5,0,0,0,-7434000,8.5158,0.1548,-2.9475,0.1642,22200000
1243,"АВТО-ФОРТУНА, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ФОРТУНА""",9.5,0,0,1,-9701000,5.8868,-0.3561,-2.5262,0.1376,25017000
1245,"АВТО-ЧЕРНОЗЕМЬЕ, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ЧЕРНОЗЕМЬЕ""",17,0,0,0,3290000,1.0054,-0.0902,3.7559,0.5513,93065000
1245,"АВТО-ЧЕРНОЗЕМЬЕ, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ЧЕРНОЗЕМЬЕ""",17,0,0,1,5612000,1.1447,-0.0139,2.6299,0.5259,165137000
1246,"АВТО-ШАССИ, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ШАССИ""",8,0,0,1,18334000,1.4869,0.1232,-0.7542,0.3906,20005000
1246,"АВТО-ШАССИ, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ШАССИ""",8,0,0,0,5590000,1.4182,0.0177,-1.3606,0.5976,13366000
1247,"АВТО-ЭКСПЕРТ.ПРО, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ЭКСПЕРТ.ПРО""",9,,0,0,-1653000,0.9794,,-4.3128,0.7874,39793000
1248,"АВТО-ЭКСПРЕСС ПРИМ, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ЭКСПРЕСС ПРИМ""",18,0,0,1,-8181000,0.3415,-0.1089,-1.1422,0.1548,15144000
1248,"АВТО-ЭКСПРЕСС ПРИМ, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ЭКСПРЕСС ПРИМ""",18,0,0,0,-2175000,0.9867,0.1042,-4.3039,0.3929,17939000
1249,"АВТО-ЭКСПРЕСС, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО - ЭКСПРЕСС""",7.5,0,0,0,1797000,1.693,0.1222,0.1853,0.7474,2293000
1249,"АВТО-ЭКСПРЕСС, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО - ЭКСПРЕСС""",7.5,0,0,1,2055000,0.3422,0.0555,-0.4467,0.1268,5783000
1251,"АВТОАГЕНТСТВО, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАГЕНТСТВО""",23,,0,1,-3835000,0.3846,-1.7504,-0.7737,0.4349,10528000
1251,"АВТОАГЕНТСТВО, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАГЕНТСТВО""",23,,0,0,3998000,0.1565,-1.1809,0.9465,0.0595,13846000
1252,"АВТОАГЕНТСТВО-НАВИ, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАГЕНТСТВО-НАВИ""",25.5,,0,0,126000,0.9164,-0.1543,52.3651,0.7549,44044000
1252,"АВТОАГЕНТСТВО-НАВИ, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАГЕНТСТВО-НАВИ""",25.5,,0,1,-11217000,0.9623,-0.2314,-1.2563,0.8657,45251000
1253,"АВТОАГРЕГАТ, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАГРЕГАТ""",17,0,0,0,10958000,3.8509,0.0823,0.7735,0.2945,15829000
1253,"АВТОАГРЕГАТ, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАГРЕГАТ""",17,0,0,1,12482000,4.4959,0.0856,0.3271,0.3373,9103000
1255,"АВТОАЛЬЯНС, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАЛЬЯНС""",10.5,0,0,1,4330000,11.2616,-0.0132,-0.0037,0.1053,409000
1255,"АВТОАЛЬЯНС, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАЛЬЯНС""",10.5,0,0,0,4975000,10.1173,-0.0065,-0.0139,0.0981,520000
1256,"АВТОАЛЬЯНС, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАЛЬЯНС""",16.5,0,0,1,11373000,4.493,0.1198,0.1604,0.8942,5166000
1256,"АВТОАЛЬЯНС, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАЛЬЯНС""",16.5,0,0,0,6374000,4.43,0.1091,0.2044,0.5622,7554000
1257,"АВТОАЛЬЯНС, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАЛЬЯНС""",10,0,0,0,143000,1.0879,0.001,-0.9441,0.8215,1627000
1257,"АВТОАЛЬЯНС, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАЛЬЯНС""",10,0,0,1,146000,1.0651,0.0001,-0.0274,0.558,2241000
1258,"АВТОАЛЬЯНС, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАЛЬЯНС""",7,0,0,0,2261000,1.8725,0.0542,-0.0013,0.8534,2494000
1258,"АВТОАЛЬЯНС, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАЛЬЯНС""",7,0,0,1,3965000,1.5063,0.1214,-0.1435,0.805,5477000
1260,"АВТОАЛЬЯНС, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАЛЬЯНС""",8.5,0,0,1,3094000,1.6622,0.2939,2.3009,0.0368,7590000
1262,"АВТОБАД, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОБАД""",10,0,0,1,4267000,1.6557,0.0256,1.3518,0.4017,25372000
1262,"АВТОБАД, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОБАД""",10,0,0,0,3795000,1.9986,0.0206,1.8285,0.4522,14252000
1263,"АВТОБАЗА 64, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОБАЗА 64""",17,0,0,0,1071000,1.5206,-6.1596,0.3595,0.8738,1773000
1264,"АВТОБАЗА № 9, ОАО",1.02E+12,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОБАЗА № 9""",26.5,,0,1,-2318000,0.014,-0.6228,0.0004,0.0325,4010000
1264,"АВТОБАЗА № 9, ОАО",1.02E+12,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОБАЗА № 9""",26.5,,0,0,-2277000,0.0882,-0.5074,0.0004,0.1829,4387000
1265,"АВТОБАЗА СТАВРОПОЛЬСКАЯ, ООО",1.17E+12,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АВТОБАЗА СТАВРОПОЛЬСКАЯ,30,0,0,0,-3196000,0.2359,0.2752,-0.0479,0.338,6178000
1265,"АВТОБАЗА СТАВРОПОЛЬСКАЯ, ООО",1.17E+12,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АВТОБАЗА СТАВРОПОЛЬСКАЯ,30,0,0,1,-4187000,0.2625,0.379,-0.1643,0.5016,6984000
1266,"АВТОБАЗА, АО",1.03E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОБАЗА""",22,0,0,0,9551000,14.0243,0.0083,-0.0449,0.2113,411000
1266,"АВТОБАЗА, АО",1.03E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОБАЗА""",22,0,0,1,9609000,41.0566,0.0046,-0.0358,0.2744,159000
1267,"АВТОБАЗА, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОБАЗА""",18.5,0,0,0,-1343000,0.2474,-1.0064,0.557,0.0966,8707000
1267,"АВТОБАЗА, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОБАЗА""",18.5,0,0,1,602000,0.2881,-1.7325,-1.2193,0.115,10957000
1268,"АВТОБАЗА-152, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОБАЗА-152""",7,0,0,1,304000,2.9933,0.0122,12.4276,0.5803,5803000
