№,Name,Reg_number,Name_Full,Company_year,Size_company,Conflict,T,Capital,Clr,Returns,Ndter,Rddta,Total_debt
95,"2Т, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""2 Т""",21.5,0,0,1,624000,1.0798,-0.001,23.1859,0.0701,15721000
95,"2Т, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""2 Т""",21.5,0,0,0,2259000,2.983,,6.3869,0.0943,15215000
96,"3 АРТ ГРУПП, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3 АРТ ГРУПП""",7.5,0,0,1,22285000,1.6433,0.0971,0.2562,0.482,33467000
96,"3 АРТ ГРУПП, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3 АРТ ГРУПП""",7.5,0,0,0,15494000,1.3069,0.0343,0.161,0.6884,42652000
97,"3 АРТ-САЙН, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3 АРТ - САЙН""",4.5,0,0,1,817000,0.8995,0.0348,18.0318,0.2041,30297000
97,"3 АРТ-САЙН, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3 АРТ - САЙН""",4.5,0,0,0,93000,0.2916,0.0194,-3.5054,0.1246,7226000
100,"31 БЛОК, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""31 БЛОК""",9,0,0,1,13022000,1.9878,0.0273,3.1713,0.117,46977000
100,"31 БЛОК, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""31 БЛОК""",9,0,0,0,15711000,1.6541,-0.0252,1.3219,0.1685,24317000
102,"345 МЗ, АО",1.03E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""345 МЕХАНИЧЕСКИЙ ЗАВОД""",24.5,1,0,1,809166000,1.6789,0.1353,-0.473,0.2725,686877000
102,"345 МЗ, АО",1.03E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""345 МЕХАНИЧЕСКИЙ ЗАВОД""",24.5,1,0,0,983798000,4.6168,0.2227,-0.0396,0.295,186708000
104,"360 АРЗ, АО",1.08E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""360 АВИАЦИОННЫЙ РЕМОНТНЫЙ ЗАВОД""",24,,0,0,979180000,1.0235,0.0837,-0.4556,0.1248,3653677000
107,"3Д ДИАГНОСТИКА, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3Д ДИАГНОСТИКА""",12.5,,0,1,18952000,7.5893,0.1879,0.3654,0.1332,8089000
107,"3Д ДИАГНОСТИКА, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3Д ДИАГНОСТИКА""",12.5,,0,0,16252000,1.1579,0.1049,0.3117,0.0407,6532000
109,"3Д КЛИНИКА, ООО",1.19E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3Д КЛИНИКА""",3.5,0,0,1,-630000,3.68,,-3.6302,0.5102,2399000
110,"3Д СКИЛЛ, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗД СКИЛЛ""",7,0,0,1,2000,,-0.0002,-1,,
110,"3Д СКИЛЛ, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗД СКИЛЛ""",7,0,0,0,12000,1.0187,0.02,19.1667,0.1194,641000
111,"3Д СТОМ, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3Д СТОМ""",5.5,0,0,1,819000,0.2054,0.1922,5.1074,0.0264,4259000
111,"3Д СТОМ, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3Д СТОМ""",5.5,0,0,0,42000,0.4242,0.225,88.1429,0.0515,5257000
113,"3К ТЕХНОЛОГИИ, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3К ТЕХНОЛОГИИ""",7,0,0,1,1033000,1.3263,-2.8859,-1.9564,0.0824,3006000
119,"40-СОРОКОВЫЕ, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""40-СОРОКОВЫЕ""",6,0,0,1,2027000,1.2172,0.0308,5.2422,0.0505,61963000
119,"40-СОРОКОВЫЕ, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""40-СОРОКОВЫЕ""",6,0,0,0,852000,1.0276,0.0252,0.007,0.0364,30856000
120,"42, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""42""",10.5,0,0,1,3023000,150.7963,0.05,1.1055,0.1086,5120000
120,"42, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""42""",10.5,0,0,0,5620000,5.3566,0.0113,-0.0863,0.1739,2196000
121,"43 РЕГИОН, ООО ФИРМА",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА ""43 РЕГИОН""",16,0,0,0,1640000,1.4643,0.0244,0.3518,0.6928,3532000
121,"43 РЕГИОН, ООО ФИРМА",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА ""43 РЕГИОН""",16,0,0,1,1732000,1.3681,0.0346,0.4284,0.4471,3260000
123,"5 КАРМАНОВ-А, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""5 КАРМАНОВ-А""",19.5,1,0,0,132111000,1.0769,-0.0198,1.1702,0.1469,1434320000
123,"5 КАРМАНОВ-А, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""5 КАРМАНОВ-А""",19.5,1,0,1,106848000,1.0644,-0.0183,3.9035,0.1702,1302669000
124,"5 СТУПЕНЕЙ, ООО",1.2E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""5 СТУПЕНЕЙ""",3.5,0,0,1,-68000,0.1039,-0.0683,-1.0735,0.7778,77000
125,"5 ЭЛЕМЕНТ, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЯТЫЙ ЭЛЕМЕНТ""",6.5,0,0,1,-177895000,0.2439,-0.5375,-1.1741,0.3027,273272000
125,"5 ЭЛЕМЕНТ, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЯТЫЙ ЭЛЕМЕНТ""",6.5,0,0,0,-129237000,0.2551,-0.2412,-1.6364,0.1745,251121000
129,"50 ЛЕТ ОКТЯБРЯ, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""50 ЛЕТ ОКТЯБРЯ""",30,0,0,1,31149000,1.4143,0.0909,0.8416,0.0346,26826000
129,"50 ЛЕТ ОКТЯБРЯ, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""50 ЛЕТ ОКТЯБРЯ""",30,0,0,0,30662000,1.6694,0.0007,0.6111,0.0092,20672000
130,"500 АМПЕР, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""500 АМПЕР""",29.5,0,0,1,8060000,1.1562,0.0751,3.003,0.0405,51526000
130,"500 АМПЕР, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""500 АМПЕР""",29.5,0,0,0,7379000,1.1428,0.0909,2.8107,0.0446,51587000
134,"555, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""555""",8.5,0,0,1,31930000,4.9293,-0.2311,0.1009,0.5812,7290000
134,"555, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""555""",8.5,0,0,0,9269000,0.2383,0.2337,1.3546,0.1541,52146000
136,"5ЗВЕЗД, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""ПЯТЬ ЗВЕЗД""",14,0,0,0,-9331000,0.7415,0.0407,-0.2248,0.9269,31150000
136,"5ЗВЕЗД, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""ПЯТЬ ЗВЕЗД""",14,0,0,1,12886000,2.3841,0.6619,0.0856,0.8989,10584000
137,"5КОЛЕСО, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""5КОЛЕСО""",6.5,0,0,1,1352000,1.4792,0.0938,48.2234,0.3232,102124000
138,"5МИКРОН ИНЖИНИРИНГ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""5МИКРОН ИНЖИНИРИНГ""",29.5,0,0,1,22213000,2.0833,-0.5772,1.8283,0.059,96486000
138,"5МИКРОН ИНЖИНИРИНГ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""5МИКРОН ИНЖИНИРИНГ""",29.5,0,0,0,50267000,1.958,0.0955,0.7229,0.0995,124408000
139,"5МИКРОН НПО, ООО",1.08E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""5МИКРОН НПО""",14.5,0,0,0,68439000,3.3156,0.0395,0.4691,0.0967,36021000
139,"5МИКРОН НПО, ООО",1.08E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""5МИКРОН НПО""",14.5,0,0,1,70040000,4.2709,0.3554,0.4663,0.0951,33428000
140,"6 СИГМА, ЗАО ПСК",1.04E+12,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""6 СИГМА""",30,0,0,0,6017000,1.2911,0.0374,-0.1401,0.3275,14699000
140,"6 СИГМА, ЗАО ПСК",1.04E+12,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""6 СИГМА""",30,0,0,1,6726000,1.2335,0.0471,1.5007,0.4648,22887000
141,"6 ЭОПТР, АО",1.02E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""6 ЭКСПЕДИЦИОННЫЙ ОТРЯД ПОДВОДНО-ТЕХНИЧЕСКИХ РАБОТ""",26.5,,0,1,-379760000,0.0849,,-0.2337,0.7099,414934000
141,"6 ЭОПТР, АО",1.02E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""6 ЭКСПЕДИЦИОННЫЙ ОТРЯД ПОДВОДНО-ТЕХНИЧЕСКИХ РАБОТ""",26.5,,0,0,-379760000,0.0849,,-0.2337,0.7099,414934000
142,"6, ООО ПМК",1.11E+12,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПМК-6,11,0,0,1,10669000,5.5162,0.0041,-0.0002,0.9393,2193000
142,"6, ООО ПМК",1.11E+12,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПМК-6,11,0,0,0,10645000,4.556,0.0835,-0.0011,0.8791,2552000
143,"63 ГАРАЖ, ООО",1.19E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""63 ГАРАЖ""",5,0,0,0,-29000,0.8478,-0.3664,-1.8966,0.391,184000
143,"63 ГАРАЖ, ООО",1.19E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""63 ГАРАЖ""",5,0,0,1,443000,2.1679,0.0684,1.7201,0.4508,3330000
145,"66 МОЗ, АО",1.03E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""66 МЕТАЛЛООБРАБАТЫВАЮЩИЙ ЗАВОД""",27.5,0,0,0,-142320000,0.4075,0.085,-0.5522,0.5385,322760000
145,"66 МОЗ, АО",1.03E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""66 МЕТАЛЛООБРАБАТЫВАЮЩИЙ ЗАВОД""",27.5,0,0,1,-194765000,0.1651,-0.3703,-0.2371,0.2669,318854000
146,"66 ПАРАЛЛЕЛЬ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""66 ПАРАЛЛЕЛЬ""",10.5,0,0,0,7895000,1.4494,0.1059,0.1794,0.6254,11169000
146,"66 ПАРАЛЛЕЛЬ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""66 ПАРАЛЛЕЛЬ""",10.5,0,0,1,8638000,2.6808,0.1712,0.0241,0.731,4182000
147,"7 КВАРТАЛ, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕДЬМОЙ КВАРТАЛ""",14,0,0,1,13028000,1.1529,0.0444,-1.2887,0.4471,37730000
147,"7 КВАРТАЛ, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕДЬМОЙ КВАРТАЛ""",14,0,0,0,11127000,1.2087,0.0656,-0.8007,0.6143,28280000
150,"7 МАРТА, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""7 МАРТА""",21,0,0,0,84097000,8.3561,0.2339,-0.001,0.1138,1258000
150,"7 МАРТА, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""7 МАРТА""",21,0,0,1,100020000,8.1092,0.2996,0.2915,0.2867,33764000
151,"7 МИКРОН, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""7 МИКРОН""",22.5,0,0,1,50790000,1.2729,-0.2254,0.4019,0.3692,226861000
151,"7 МИКРОН, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""7 МИКРОН""",22.5,0,0,0,60573000,1.2044,-0.0968,0.1764,0.5105,294891000
153,"7 УТРА, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""7 УТРА""",26.5,1,0,1,539873000,7.1243,0.027,1.612,0.2855,1027283000
153,"7 УТРА, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""7 УТРА""",26.5,1,0,0,496194000,2.708,0.0578,0.8721,0.3103,705347000
158,"780 РЗ ТСК, АО",1.1E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""780 РЕМОНТНЫЙ ЗАВОД ТЕХНИЧЕСКИХ СРЕДСТВ КОРАБЛЕВОЖДЕНИЯ""",30.5,,0,0,-44561000,0.7367,-0.1271,-1.5954,0.027,327644000
159,"8 МАРТА, ЗАО",1.02E+12,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""8 МАРТА"" УРЮПИНСКОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ",20.5,,0,1,16136000,2.5067,,,0.2647,10553000
159,"8 МАРТА, ЗАО",1.02E+12,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""8 МАРТА"" УРЮПИНСКОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ",20.5,,0,0,16136000,2.5008,-0.5676,-0.0018,0.2644,10582000
164,"9-11 КЛИНИКА СТОМАТОЛОГИИ, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""9-11 КЛИНИКА СТОМАТОЛОГИИ""",6,0,0,1,537000,1.0963,0.0571,-0.3222,0.5081,758000
164,"9-11 КЛИНИКА СТОМАТОЛОГИИ, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""9-11 КЛИНИКА СТОМАТОЛОГИИ""",6,0,0,0,-145000,3.7729,0.097,-10.069,0.6515,1921000
165,"9-Й ЛЕГИОН, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕВЯТЫЙ ЛЕГИОН""",8.5,0,0,1,9384000,2.6645,0.2062,-0.1278,0.3924,3523000
165,"9-Й ЛЕГИОН, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕВЯТЫЙ ЛЕГИОН""",8.5,0,0,0,5411000,1.905,0.2934,-0.0216,0.603,5211000
166,"90 ЭКСПЕРИМЕНТАЛЬНЫЙ ЗАВОД, АО",1.08E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""90 ЭКСПЕРИМЕНТАЛЬНЫЙ ЗАВОД""",81.5,,0,0,154780000,1.0637,-2.6506,-0.0006,0.0318,91864000
168,"911.ТЭК, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""911.ТРАНСПОРТНО-ЭКСПЕДИЦИОННАЯ КОМПАНИЯ""",9.5,0,0,0,-1168000,0.7604,0.0826,-24.4375,0.3607,68024000
168,"911.ТЭК, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""911.ТРАНСПОРТНО-ЭКСПЕДИЦИОННАЯ КОМПАНИЯ""",9.5,0,0,1,-16493000,0.7379,-0.3099,-1.7205,0.3387,73432000
170,"98 ПЛЮС, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""98 ПЛЮС""",24.5,0,0,1,23457000,1.1632,0.0572,1.4639,0.455,137605000
170,"98 ПЛЮС, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""98 ПЛЮС""",24.5,0,0,0,23437000,1.1503,0.1372,1.5569,0.5804,149606000
171,"9999, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""9999""",30.5,0,0,0,8748000,1.2024,0.0445,0.222,0.2274,7592000
171,"9999, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""9999""",30.5,0,0,1,9456000,1.0254,0.0225,0.5347,0.1565,15557000
173,"N&K, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""N&K""",18.5,0,0,0,147364000,5.5857,-0.2104,0.2075,0.2869,52974000
173,"N&K, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""N&K""",18.5,0,0,1,131914000,5.1588,-0.1619,0.1808,0.2068,49420000
176,"XXI ВЕК ТОРГОВЛЯ И МАРКЕТИНГ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""XXI ВЕК ТОРГОВЛЯ И МАРКЕТИНГ""",23,,0,1,130449000,231.6053,,-0.004,0.0249,565000
176,"XXI ВЕК ТОРГОВЛЯ И МАРКЕТИНГ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""XXI ВЕК ТОРГОВЛЯ И МАРКЕТИНГ""",23,,0,0,121848000,189.1316,-0.0046,-0.0004,0.0348,646000
177,"XXI ВЕК, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""XXI ВЕК""",23.5,0,1,1,16924000,3.3279,0.4997,-0.2136,0.1166,1854000
177,"XXI ВЕК, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""XXI ВЕК""",23.5,0,1,0,18933000,3.0879,0.4462,-0.1529,0.1004,1605000
179,"XXII ПАРТСЪЕЗДА, СПК ИМ.",1.06E+12,СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ XXII ПАРТСЪЕЗДА,16.5,0,0,1,122904000,3.5098,0.1322,0.0426,0.0045,17339000
179,"XXII ПАРТСЪЕЗДА, СПК ИМ.",1.06E+12,СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ XXII ПАРТСЪЕЗДА,16.5,0,0,0,111456000,4.1842,0.116,0.0737,0.0033,20227000
180,"‹‹ЧЕРНОМОР-ЮГ››, ООО",1.15E+12,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ‹‹ЧЕРНОМОР-ЮГ››,24.5,0,0,1,-2155000,0.4037,0.1308,-25.3754,0.0903,94654000
180,"‹‹ЧЕРНОМОР-ЮГ››, ООО",1.15E+12,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ‹‹ЧЕРНОМОР-ЮГ››,24.5,0,0,0,1446000,0.3125,0.0262,2.0546,0.2616,34478000
182,"ЁЖЕВСКИЙ, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЁЖЕВСКИЙ""",16,0,0,0,33386000,8.6495,-0.1045,0.026,,9214000
182,"ЁЖЕВСКИЙ, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЁЖЕВСКИЙ""",16,0,0,1,35466000,3.3898,0.0896,-0.0005,0.0008,11945000
183,"ЁЛКА-ТРЕЙД, ООО",1.19E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЁЛКА-ТРЕЙД""",5,0,0,1,23396000,7.0469,-0.1498,0.4857,0.2858,18214000
183,"ЁЛКА-ТРЕЙД, ООО",1.19E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЁЛКА-ТРЕЙД""",5,0,0,0,1153000,2.0714,0.1076,2.667,0.4143,6361000
186,"А 24 СЕРВИС, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А 24 СЕРВИС""",21,0,0,1,26433000,4.5576,0.1268,0.0567,0.9732,7866000
186,"А 24 СЕРВИС, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А 24 СЕРВИС""",21,0,0,0,25031000,3.6724,0.1188,0.1268,0.8722,10242000
187,"А 7, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А 7""",9,0,0,0,2757000,1.2438,0.0168,-0.9862,0.5172,12655000
187,"А 7, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А 7""",9,0,0,1,2929000,1.7714,0.0248,-0.9638,0.1033,3797000
190,"А АВТОРУСЬ ПОДОЛЬСК, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А АВТОРУСЬ ПОДОЛЬСК""",8.5,1,0,0,70327000,2.2952,0.0004,0.5059,0.277,76025000
190,"А АВТОРУСЬ ПОДОЛЬСК, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А АВТОРУСЬ ПОДОЛЬСК""",8.5,1,0,1,76125000,1.4129,-0.0305,1.5504,0.2055,143414000
191,"А ГРУПП СТАЛЬНЫЕ КОНСТРУКЦИИ, ООО",5.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А ГРУПП СТАЛЬНЫЕ КОНСТРУКЦИИ""",8,1,0,1,-333000,0.9955,-0.0765,-14.6997,0.3593,537668000
191,"А ГРУПП СТАЛЬНЫЕ КОНСТРУКЦИИ, ООО",5.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А ГРУПП СТАЛЬНЫЕ КОНСТРУКЦИИ""",8,1,0,0,-2351000,0.9435,0.0132,1.1323,0.2751,41588000
192,"А ГРУПП, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А ГРУПП""",14.5,1,0,0,3053631000,1.3515,0.0216,1.2158,0.4462,8273917000
192,"А ГРУПП, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А ГРУПП""",14.5,1,0,1,3379589000,1.3352,0.0089,1.3424,0.5028,9893491000
193,"А МОТОРС+, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А МОТОРС+""",10.5,0,0,0,2890000,1.6404,0.0369,0.7048,0.3846,13510000
193,"А МОТОРС+, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А МОТОРС+""",10.5,0,0,1,2699000,1.5599,0.0098,-0.01,0.0881,4822000
195,"А СТРОЙ, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А СТРОЙ""",8,0,0,0,456000,0.9866,0.0264,-2.932,0.7938,63376000
